id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11923007,Trendy & spacious Williamsburg Apt,7640852,Markus,Brooklyn,Williamsburg,40.71178,-73.95779,Private room,95,2,0,,,1,0
26743923,Freehand New York- Bunk Room,164291123,Freehand,Manhattan,Flatiron District,40.74107,-73.98693,Private room,179,1,35,2019-05-26,3.11,3,331
5624807,"Luxury 2BR, Prime Location, 20 Min to Manhattan",15775091,Asaf,Brooklyn,Crown Heights,40.67051,-73.95851,Entire home/apt,180,2,2,2017-06-11,0.07,1,0
16055506,Cozy private studio 10m fr LGA 30m to Manhattan,104558512,Olenka,Queens,Maspeth,40.7322,-73.89944,Entire home/apt,86,2,78,2019-06-29,2.55,1,149
12958663,"Breathtaking, panoramic views of Downtown NYC/FiDi",71241926,Mike,Manhattan,Financial District,40.70951,-74.01476,Entire home/apt,125,32,99,2019-05-29,2.73,1,203
35958528,East Harlem Studio Sleeps 3,56731026,Danyelle,Manhattan,Harlem,40.81709,-73.93866,Entire home/apt,125,1,0,,,1,69
28892979,4min subway.free parking big private room温馨漂亮大睡房,196058543,美德,Queens,Forest Hills,40.719840000000005,-73.83969,Private room,78,2,28,2019-07-03,3.05,5,205
24267385,Sonder | 116 John | Charming 1BR + Gym,12243051,Sonder,Manhattan,Financial District,40.70688,-74.00523000000001,Entire home/apt,194,29,0,,,96,343
680104,Newly Renovated 1 BR,3462232,Stephen,Manhattan,Lower East Side,40.7195,-73.99416,Private room,167,5,32,2018-09-14,0.39,1,341
34600024,My NYC Dream Home II,261036755,Sandra,Brooklyn,Bedford-Stuyvesant,40.69023,-73.92746,Entire home/apt,175,3,2,2019-07-01,2.0,1,329
22275821,,49662398,Kathleen,Brooklyn,Bushwick,40.69546,-73.92741,Entire home/apt,110,4,5,2018-08-13,0.27,1,0
2057295,Junior 1-BR in West Village,10534508,Amanda,Manhattan,West Village,40.73075,-74.00238,Entire home/apt,110,45,21,2018-01-02,0.31,1,0
30815097,Entire 1BR APT in historic Clinton Hill Brownstone,3636827,Kyle,Brooklyn,Clinton Hill,40.68246,-73.9643,Entire home/apt,195,2,2,2019-05-19,0.31,1,44
24943768,Luxurious Suite Grand Central,168465501,Ian,Manhattan,Murray Hill,40.74929,-73.97827,Entire home/apt,150,30,3,2018-11-23,0.27,4,113
98330,LOVELY APARTMENT IN THE HEART OF NY,31374,Shon,Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,125,4,1,2012-01-03,0.01,3,181
23353173,Chateau Upon Metro - large sunny 1bd near train,55149174,Anthony,Brooklyn,Kensington,40.64588,-73.97831,Private room,43,2,0,,,1,0
9013280,Luxury studio Bedstuy Brooklyn,8011670,Joel,Brooklyn,Bedford-Stuyvesant,40.68757,-73.93032,Entire home/apt,70,2,77,2019-06-29,1.77,1,274
25503835,Hidden Gem in Canarsie-FREE private parking,192464234,Rodolfo,Brooklyn,Canarsie,40.64516,-73.89684,Entire home/apt,100,1,95,2019-07-08,7.77,1,124
7649693,"Beautiful, large and sunny bedroom",40138709,Dani,Brooklyn,Bedford-Stuyvesant,40.68847,-73.95634,Private room,32,1,0,,,1,0
20418684,East Village / Alphabet City 1BR,33827790,Kevin,Manhattan,East Village,40.72208,-73.97779,Entire home/apt,185,1,17,2019-05-05,0.77,1,11
23479042,Spacious & Private Apt steps to Prospect Park,4243971,Jeanne,Brooklyn,Prospect-Lefferts Gardens,40.65891,-73.95886999999999,Entire home/apt,150,2,68,2019-07-05,4.27,2,32
33141938,Clean Beautiful New apartment renovated in 2019,19303369,Hiroki,Manhattan,Inwood,40.86507,-73.92348,Private room,35,29,0,,,37,31
30514401,1 bedroom,222805048,Fidel,Manhattan,Washington Heights,40.85025,-73.94105,Private room,40,1,27,2019-06-17,4.01,1,49
34778518,"Cozy Studio in Manhattan, Upper East Side",262244457,Marie,Manhattan,Upper East Side,40.77064,-73.95606,Entire home/apt,250,1,7,2019-06-30,4.47,1,188
23425584,"1 bedroom, entire apartment, in upper Manhattan",31825530,Keyonna,Manhattan,Washington Heights,40.83229,-73.94339000000001,Entire home/apt,66,5,8,2018-12-27,0.48,1,0
5161173,3BDR architect's garden home,1027417,Julien,Brooklyn,Park Slope,40.67365,-73.9814,Entire home/apt,350,3,5,2019-02-19,0.12,1,22
452541,Brooklyn Apartment Windsor Terrace,2248545,Helen,Brooklyn,Windsor Terrace,40.660340000000005,-73.9829,Entire home/apt,142,3,120,2019-07-01,1.4,1,222
32790345,Private cozy room By Yankee stadium,246666261,Jovid,Bronx,Claremont Village,40.84355,-73.91103000000001,Private room,55,1,8,2019-06-17,2.67,1,358
13669161,Comfortable-Private one room in LES,17605950,Denis,Manhattan,Lower East Side,40.71881,-73.98881999999999,Private room,99,2,48,2018-02-03,1.3,1,0
9612938,Studio apt in Historic House Museum,49736436,George,Manhattan,Washington Heights,40.83549,-73.93968000000001,Entire home/apt,120,3,10,2019-07-01,0.7,2,244
8842185,Staten Island NYC Marathon,46305818,Elizabeth,Staten Island,Shore Acres,40.60597,-74.06208000000001,Private room,300,1,0,,,1,0
26250185,LYRIC - Hotel Studio Suite with Kitchen,197053492,Lyric At 70 Pine,Manhattan,Financial District,40.70722,-74.00873,Entire home/apt,219,1,36,2019-07-07,2.83,8,321
26810466,Bright Midtown East,53883793,Rory,Manhattan,Midtown,40.76085,-73.96627,Entire home/apt,180,2,2,2019-06-10,0.17,1,4
18597754,Sunny 1BR Near Train (Greenpoint/Williamsburg),29134684,Max,Brooklyn,Greenpoint,40.72686,-73.95246,Entire home/apt,199,6,2,2017-07-14,0.08,1,0
8162587,Studio in Midtown East (1 q+couch),43082153,Ema,Manhattan,Midtown,40.75249,-73.96866,Entire home/apt,120,4,3,2016-07-10,0.06,1,0
33774162,Shared room y Times Square,253906467,Erik,Manhattan,Hell's Kitchen,40.76483,-73.98975,Shared room,85,1,12,2019-06-27,4.09,9,349
19942348,Sunny and Airy FiDi Studio,141324173,Victoria,Manhattan,Financial District,40.71103,-74.00845,Entire home/apt,200,2,74,2019-06-24,3.13,1,35
19209474,Cambridge Place 4 bed Home,134415241,Katherine,Brooklyn,Clinton Hill,40.68384,-73.96200999999999,Entire home/apt,350,2,4,2017-08-06,0.16,1,0
14451686,Super relaxing West Village 1BR w/private terrace,60102990,Nicolas,Manhattan,West Village,40.73435,-74.0066,Entire home/apt,199,30,32,2018-10-06,0.91,1,343
21272115,Visit the Big Apple! Mini-MOMA. Enjoy all of NYC!,68557372,Shannon,Manhattan,Harlem,40.806740000000005,-73.95336999999999,Private room,75,1,60,2019-06-27,3.25,2,182
16048422,Cute Greenpoint room,25599837,Louise,Brooklyn,Greenpoint,40.734190000000005,-73.95675,Private room,60,3,1,2017-01-02,0.03,1,0
33044270,Quite clean queen size bedroom,154234826,Max,Manhattan,Harlem,40.82039,-73.94402,Private room,50,3,4,2019-05-23,1.97,1,9
34749210,Sobro,262047205,Adriana,Bronx,Mott Haven,40.80689,-73.91436999999999,Entire home/apt,100,3,4,2019-07-01,2.79,1,330
2620068,Cute Apartment with Great Bathroom!,13347167,AFI Apartments,Manhattan,Upper East Side,40.77107,-73.95682,Entire home/apt,117,30,6,2019-03-31,0.11,29,255
18396197,Two Bed Brownstone in the Heart of Brooklyn!,23722638,Laura,Brooklyn,Carroll Gardens,40.6845,-73.99024,Entire home/apt,175,4,4,2017-12-26,0.16,2,0
34948758,Charming and Cozy Studio Apartment!!,103628289,Kathleen,Manhattan,East Village,40.7283,-73.98589,Entire home/apt,130,3,1,2019-06-23,1.0,1,4
6223929,Charming studio near Little Italy!,1613244,Ariel,Manhattan,Nolita,40.72342,-73.99292,Entire home/apt,95,30,13,2019-05-04,0.27,9,137
30401429,Lovely room in convenient location. J/M & L trains,58344344,Julie,Brooklyn,Bushwick,40.70089,-73.93903,Private room,51,1,33,2019-06-28,5.24,1,19
28609762,Sun Filled Oasis,135150441,Savannah,Brooklyn,Bedford-Stuyvesant,40.68987,-73.94484,Private room,80,4,1,2018-12-22,0.15,1,325
25911322,Brooklyn Basement,144002200,April,Brooklyn,Gowanus,40.67087,-73.99305,Entire home/apt,75,2,7,2019-07-07,0.74,1,7
22689214,A ROOM DESIGNED JUST FOR YOU,72392039,Stephanie,Brooklyn,Bedford-Stuyvesant,40.68337,-73.93056999999999,Private room,55,2,9,2019-04-04,0.8,1,319
3672455,Private RM | Queens | 20min to city,6966831,Victoria,Queens,Sunnyside,40.74532,-73.91974,Private room,75,2,3,2015-07-23,0.06,1,0
3048234,Best Deal/Columbus Circle/Renovated,1475015,Mike,Manhattan,Hell's Kitchen,40.76866,-73.98616,Entire home/apt,87,30,6,2018-10-04,0.1,52,365
33548209,"Large, Bright, Full Home in Greenpoint w/ Backyard",252790183,Shelley,Brooklyn,Greenpoint,40.73279,-73.954,Entire home/apt,240,2,1,2019-04-28,0.42,1,7
12212943,Upper East Side Brand New Apt,65690091,Mohine,Manhattan,Upper East Side,40.78173,-73.94621,Private room,185,1,0,,,1,0
35667379,Renovated apartment near 1 train ( & Columbia),222549093,Anna Laura,Manhattan,Harlem,40.81668,-73.9569,Private room,65,1,1,2019-07-06,1.0,3,17
13225970,哥大附近卧室 Room on Upper West/Columbia,74231989,Siyu,Manhattan,Upper West Side,40.80205,-73.9658,Private room,36,15,1,2016-08-01,0.03,1,0
6843145,"Perfect, 1 block from Central Park",5361360,Michael,Manhattan,Upper West Side,40.78787,-73.97116,Entire home/apt,200,3,6,2017-07-17,0.16,1,0
18264166,10 mins/Airports JFK/LGA/Hosp/malls bus/train# 1,126247863,Seeranie,Queens,Richmond Hill,40.69104,-73.82204,Private room,50,1,102,2019-06-23,4.02,2,354
14692459,2BR fully furnished in the UES - minimum 30 days,23772724,Elem,Manhattan,Upper East Side,40.78316,-73.94662,Entire home/apt,175,30,4,2018-08-04,0.14,15,343
18852245,Beautiful Room in Historic Hamilton Heights,835019,Yasmin,Manhattan,Harlem,40.82265,-73.94686,Private room,55,21,7,2019-04-30,0.29,1,286
21609205,It's Always Sunny in Bed-Stuy!,19536596,Andrew,Brooklyn,Bedford-Stuyvesant,40.67653,-73.90814,Private room,48,1,106,2019-07-01,5.26,5,243
35269083,Large and bright one bedroom in bedstuy,44321906,Julie,Brooklyn,Bedford-Stuyvesant,40.69174,-73.93094,Entire home/apt,120,4,1,2019-06-25,1.0,1,10
35809289,3 COZY LIGHT ROOM BROOKLYN,102292061,Roman,Brooklyn,Sheepshead Bay,40.58624,-73.9448,Private room,50,1,5,2019-07-05,5.0,3,85
246916,Quality Cozy Studio Next to Subway,3647,Rafael,Queens,Elmhurst,40.7347,-73.88065999999999,Entire home/apt,79,4,60,2019-06-25,0.64,2,297
15021783,Private Room in Chelsea 3 BR,94820583,Zoë,Manhattan,Chelsea,40.74063,-73.99843,Private room,80,5,2,2016-10-29,0.06,1,0
8067738,Rm @Top Floor of a Luxury Building!,3958647,Yegor,Brooklyn,Bushwick,40.69955,-73.92225,Private room,90,3,0,,,1,0
6416714,1 private bedroom in Williamsburg,24448775,Mo,Brooklyn,Williamsburg,40.70883,-73.94068,Private room,85,4,4,2015-09-19,0.08,1,0
27190005,1 Bedroom Suite By LGA / JFK airports & NYC!,204733512,Aramis,Queens,East Elmhurst,40.76087,-73.88375,Private room,45,3,19,2019-04-10,1.67,2,0
26864429,Big Bright Beautiful Home in PRIME WIlliamsburg,26030112,Tatiana,Brooklyn,Williamsburg,40.71714,-73.95783,Private room,190,2,3,2019-01-02,0.36,1,0
10034364,Spacious and sunny bedroom,1653404,Erica,Brooklyn,Williamsburg,40.70872,-73.95689,Private room,58,5,1,2015-12-18,0.02,1,0
4908331,Beautiful and Spacious 2 bedroom West Harlem Apt.,25266756,Antoinette,Manhattan,Harlem,40.807390000000005,-73.95159,Entire home/apt,150,5,14,2019-06-20,0.26,1,66
19711512,"Cozy, Cool, Mid Century Modern Apt in Boerum Hill",1024251,Michael,Brooklyn,Boerum Hill,40.68807,-73.98161,Entire home/apt,170,2,21,2018-08-21,0.86,1,9
17610016,Cozy & Private Bedroom only 30-35 min to Manhattan,59262205,Luis,Brooklyn,Bedford-Stuyvesant,40.67989,-73.90857,Private room,55,1,102,2019-06-24,3.66,3,121
30227502,COZY ONE BEDROOM APARTMENT IN MIDTOWN EAST,227007194,Ele,Manhattan,Midtown,40.75339,-73.96765,Entire home/apt,250,1,1,2018-11-24,0.13,1,64
28909477,Charming NYC Guest Suite (Loft Room),50756378,Nina,Staten Island,Clifton,40.61595,-74.08535,Shared room,150,2,2,2018-11-04,0.22,7,312
15787042,"Cozy 1 Bedroom in Brooklyn, near park and shops",33626735,Maureen,Brooklyn,Crown Heights,40.67143,-73.92971,Entire home/apt,83,30,7,2019-01-06,0.22,1,311
32886361,beautifulROOM/Safe&comfortable/ near LG& JFK,169587048,Jay/Carolina Bastidas Family,Brooklyn,Cypress Hills,40.68258,-73.87731,Private room,50,7,1,2019-05-13,0.52,2,365
24889922,Glendale apartment,177560095,Michelle,Queens,Glendale,40.69991,-73.88951999999999,Private room,50,7,17,2019-04-10,1.27,1,66
16735801,Twin bed-Close to Columbia U & Central Park,64471880,Jaleh,Manhattan,Harlem,40.80172,-73.95538,Private room,100,1,226,2019-07-03,7.75,2,32
4343956,Large Spacious Room For Rent,22548091,Cynthia,Manhattan,Morningside Heights,40.8067,-73.95799,Private room,107,6,12,2019-01-03,0.47,2,251
16400753,Room in 3 bed apt/w parking- Wburg.,8134440,Austin,Brooklyn,Williamsburg,40.71614,-73.94134,Private room,55,2,0,,,1,0
12686241,Large Middle Bedroom & Private Backyard,30848788,Jamie,Brooklyn,Bedford-Stuyvesant,40.69415,-73.9481,Private room,45,4,41,2019-05-17,1.06,2,89
6672758,Cool Large 3 bedrooms in the heart of East village,2196224,Sally,Manhattan,East Village,40.73037,-73.98158000000001,Entire home/apt,197,30,1,2018-03-10,0.06,4,191
35156906,Sunny Private BR in Bedstuy Madison,226410657,Nina,Brooklyn,Bedford-Stuyvesant,40.68739,-73.93208,Private room,42,30,0,,,27,0
1428844,Gorgeous sky-lit 2BR,266878,Jean & Gabriel,Brooklyn,Williamsburg,40.71362,-73.93561,Entire home/apt,175,3,199,2019-06-30,2.78,1,272
27195692,Low Price Private Room,204786430,Shamyra,Queens,Ridgewood,40.70775,-73.90853,Private room,53,7,0,,,2,0
13769300,Spacious Serene Room Located in Prime E. Flatbush,77778146,Andre,Brooklyn,East Flatbush,40.63348,-73.94736999999999,Private room,95,1,20,2018-09-04,0.58,8,189
23449499,Our recently rebuilt 19th century Brooklyn gem,7886822,Lior,Brooklyn,Bedford-Stuyvesant,40.68791,-73.95633000000001,Entire home/apt,300,5,0,,,1,0
19554491,A Room in Park Slope,137382776,Gladis,Brooklyn,Prospect Heights,40.68066,-73.97299,Private room,340,3,0,,,1,83
32586373,The Heart of Williamsburg Brooklyn,244906527,Julia,Brooklyn,Williamsburg,40.71586,-73.9391,Entire home/apt,120,2,15,2019-06-22,3.52,1,292
13507377,"Sunny Apartment in Park Slope, Brooklyn",32706119,Shanee,Brooklyn,South Slope,40.66769,-73.98886,Entire home/apt,190,3,39,2019-06-25,1.07,2,226
22031456,Brooklyn City Home,160495098,Miller,Brooklyn,Flatbush,40.633590000000005,-73.94915,Entire home/apt,58,2,28,2019-02-24,1.46,5,0
14724015,Swimming Pool! 2 Bed 2 bath Amazing Layout!5143,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79371,-73.96708000000001,Entire home/apt,295,30,2,2018-04-01,0.06,96,250
9804299,Private room in Williamsburg,3285138,Raffi,Brooklyn,Williamsburg,40.71776,-73.9605,Private room,70,5,1,2016-01-05,0.02,1,0
20017753,Super Clean Room For 2 - Close To Metro,142135334,Garland,Brooklyn,Bedford-Stuyvesant,40.68985,-73.95317,Private room,45,5,38,2019-06-13,2.08,1,79
29060585,Hostel - Full-sized Bed in Shared Room in Brooklyn,201813482,Nick,Brooklyn,Bushwick,40.70431,-73.91584,Shared room,25,4,17,2019-06-23,1.88,5,80
22544160,Comfortable Studio Apartment!,165612495,Alexei,Bronx,Fordham,40.86665,-73.8954,Entire home/apt,80,3,26,2019-06-22,1.68,1,15
27774740,Entire Garden apartment in Brownstone,60928518,Evelyn,Brooklyn,Carroll Gardens,40.67982,-74.00038,Entire home/apt,185,2,25,2019-06-19,2.42,1,17
27876600,Peaceful garden + private studio in the UES,43888084,Elena,Manhattan,Upper East Side,40.78057,-73.95186,Entire home/apt,248,4,3,2019-04-16,0.31,1,100
33888418,Beautiful room in East Village spacious apartment,1409287,Adrian,Manhattan,East Village,40.72777,-73.97951,Private room,180,3,0,,,1,91
17988221,Private Room in Cozy East Village Apt,4296251,Marina,Manhattan,East Village,40.72286,-73.98025,Private room,100,2,0,,,2,0
25727611,Beautiful  room,21020951,Claudina,Brooklyn,Bedford-Stuyvesant,40.693290000000005,-73.93906,Private room,87,2,4,2019-05-24,0.45,5,337
10924304,"Harlem, NY 
Historical Sugar Hill Neighborhood",25461543,David,Manhattan,Harlem,40.83117,-73.94281,Entire home/apt,200,1,3,2019-06-08,0.38,2,365
17263550,Thelonious Monk room at The Harlem Townhouse,3236595,René,Manhattan,Harlem,40.80754,-73.95151,Private room,58,2,68,2019-06-26,2.35,4,1
35226897,2 bedroom family residence in Gramercy!,11065010,Jacqueline,Manhattan,Chelsea,40.74117,-73.99951,Entire home/apt,300,4,0,,,1,16
33187408,Gorgeous bedroom w/ensuite bath-East Williamsburg,249870831,Melat,Brooklyn,Williamsburg,40.71395,-73.94022,Private room,65,1,2,2019-05-27,1.15,1,124
27925678,Large cozy bedroom close to Times Square 43D4,194535003,John,Manhattan,Hell's Kitchen,40.75537,-73.995,Private room,54,30,2,2018-10-27,0.23,1,352
31020675,Beautifully Renovated Small Mid Century Bedroom,152386567,Alexandra-Katherine,Manhattan,Lower East Side,40.72173,-73.9918,Private room,125,1,4,2019-07-07,0.79,2,165
8033609,Studio Apartment with King Bed,33213436,Alec,Brooklyn,Gowanus,40.67872,-73.98286,Private room,119,1,171,2019-06-19,3.82,8,236
2524658,"Unique loft in Bushwick - Offices, yoga & roof!",1091832,Julie,Brooklyn,Bushwick,40.69728,-73.93066,Entire home/apt,120,2,15,2019-03-10,0.24,1,61
10784650,"East Village 3 Beds, 2 bedrooms. Sleeps 5  MAX",48320077,Michael,Manhattan,East Village,40.7276,-73.98635,Entire home/apt,219,1,101,2019-07-01,2.46,2,341
34721879,prime central park location - 2 mins to subway,261894786,Ariana,Manhattan,East Harlem,40.79247,-73.94892,Entire home/apt,109,1,8,2019-06-28,5.11,1,233
24244194,Full private bathroom inside private room :),176821276,Andrea,Manhattan,Harlem,40.82499,-73.95374,Private room,75,3,8,2018-08-13,0.54,1,0
33614390,Vacate NYC.,58027700,Janei,Brooklyn,Bedford-Stuyvesant,40.67758,-73.92751,Private room,65,1,12,2019-06-29,4.29,1,179
29191862,Room in a Lovely Apartment in Upper East Side,219981147,Amanda & Rafael,Manhattan,Upper East Side,40.76869,-73.95007,Private room,150,2,8,2019-02-10,0.92,1,0
19904670,Cozy private room near cafes and subway,17507326,Kat,Brooklyn,Bedford-Stuyvesant,40.68649,-73.92255,Private room,107,2,1,2019-06-30,1.0,1,90
24872073,Big & Bright Bed-Stuy Bushwick Border Boudoir,2967674,Lilly,Brooklyn,Bedford-Stuyvesant,40.68923,-73.92681999999999,Private room,50,30,4,2018-10-12,0.37,2,21
23131155,Newly Renovated Mins from JFK & LGA,45735959,Rose,Queens,St. Albans,40.70828,-73.75276,Entire home/apt,120,3,59,2019-05-26,3.49,1,52
11192547,bedroom,58274544,Austin,Brooklyn,Crown Heights,40.67305,-73.94533,Private room,85,1,1,2016-02-13,0.02,1,0
6559453,Private Rm–Industrial Loft–Bushwick,34306160,Dan,Brooklyn,Williamsburg,40.70306,-73.93629,Private room,60,4,87,2019-06-27,1.75,1,96
16228346,ENTIRE UNIT: MID TOWN NYC - GRAND CENTRAL STATION,43828940,James,Manhattan,Midtown,40.75343,-73.97313,Entire home/apt,119,3,0,,,1,0
31269703,Heart of Jamaica Queens,81146418,Monique,Queens,Jamaica,40.68684,-73.79921,Entire home/apt,80,2,13,2019-06-15,2.36,1,87
1420295,"Sunny, Bright, Vibrant Apartment in Williamsburg!",2357027,Harmon,Brooklyn,Williamsburg,40.71419,-73.95042,Entire home/apt,200,7,0,,,1,345
34864348,阳台大双人房 (queens size room with balcony ),255641440,Li,Queens,Flushing,40.76316,-73.80869,Private room,55,1,0,,,7,329
3554287,Academic Summer Sublet/Sunset Park,6504434,Ayanna,Brooklyn,Sunset Park,40.64993,-74.00191,Private room,35,7,0,,,1,0
8115321,Private Room close to subway (1/3),40874834,Esteban,Queens,Jackson Heights,40.75526,-73.86468,Private room,75,1,114,2019-06-17,2.45,3,328
29519083,Entire Apt in the center of NYC,60525649,Lixia,Manhattan,Hell's Kitchen,40.75464,-73.99542,Entire home/apt,120,2,9,2019-06-30,1.08,1,2
24970711,Budget Basement,188783370,Faraz,Queens,Flushing,40.73968,-73.80601,Private room,80,1,9,2018-08-10,0.65,1,0
16859099,Manhattan &Time Square Less than 30min 1st floor.,3158364,Devika,Queens,Sunnyside,40.73661,-73.92514,Private room,32,5,47,2019-07-01,1.61,4,266
22489858,61 st East room D Manhattan private,164886138,Eliahu,Manhattan,Upper East Side,40.76014,-73.96098,Entire home/apt,140,1,25,2019-06-27,1.67,11,330
5562710,CLEAN & COZY EAST VILLAGE PAD,16155254,Lina,Manhattan,East Village,40.73097,-73.98178,Entire home/apt,160,1,169,2019-06-21,3.22,4,238
6766169,Nice and spacious  1BR in Brooklyn,35422693,Raquel,Brooklyn,Crown Heights,40.66922,-73.94682,Entire home/apt,70,15,9,2018-07-25,0.19,1,0
11522815,Cute 1bd w/balcony E Williamsburg,60753668,Therese,Brooklyn,Williamsburg,40.71946,-73.94193,Entire home/apt,130,30,42,2018-06-29,1.06,1,0
12231331,Bright Brooklyn Room,27379452,Kevin,Brooklyn,Williamsburg,40.70611,-73.93966,Private room,55,5,0,,,1,0
16778904,"Quiet cozy apartment, air-conditioned room",111433024,Danielle,Manhattan,Washington Heights,40.84353,-73.94201,Private room,25,3,34,2019-05-31,1.46,1,139
15057784,Furnished Battery Park Apartment,80603103,Gary,Manhattan,Battery Park City,40.70707,-74.01702,Entire home/apt,105,30,0,,,1,0
16720662,Beautiful Brooklyn 3-Bedroom Duplex,107947878,Michael,Brooklyn,Bedford-Stuyvesant,40.67948,-73.90822,Entire home/apt,150,2,112,2019-07-07,3.88,2,195
12133746,Warm & Cozy Sunflower Room:STG,13750728,Gayle,Bronx,Longwood,40.81725,-73.90929,Private room,55,2,31,2019-03-18,0.81,4,280
31773898,PRIME SOHO: Lovely Room With Closet on Prince St,236445157,Anna,Manhattan,SoHo,40.7276,-74.00275,Private room,80,180,1,2019-03-11,0.25,3,342
36114202,Private Room in Central Park North #2,264495166,Jordania,Manhattan,Harlem,40.80079,-73.95783,Private room,85,2,0,,,3,11
16883282,Gorgeous Luxury 1 Brd Apt in Trendy West Village!,3827805,Casey,Manhattan,West Village,40.732490000000006,-74.00854,Entire home/apt,210,3,0,,,1,0
7310413,Beautiful Spacious Ground Floor Apt,1603343,Carina,Brooklyn,Bushwick,40.70403,-73.91275999999999,Entire home/apt,225,2,3,2015-11-28,0.06,1,0
25545275,2BR LES Apartment Near Best Food and Bars in NYC,192716996,Kohl,Manhattan,Lower East Side,40.72077,-73.98427,Private room,95,1,9,2018-11-24,0.68,1,0
1778294,Sweet Apartment on Quiet Block,367815,Liz,Brooklyn,Bedford-Stuyvesant,40.68931,-73.95548000000001,Entire home/apt,120,7,39,2019-06-22,0.91,2,50
5447255,Cozy 1BR  Near Theater Distict!,28255422,Sara,Manhattan,Hell's Kitchen,40.76387,-73.99039,Entire home/apt,151,7,12,2015-10-26,0.24,1,0
21357119,Newly Built Uptown Manhattan Large Pied-à-Terre,177293,Herman,Manhattan,East Harlem,40.80832,-73.93755999999999,Entire home/apt,200,30,0,,,1,0
29800915,Entire floor (private entrance) w/ 1 BR in NYC,224206042,Jose,Bronx,Allerton,40.86116,-73.86248,Entire home/apt,55,3,26,2019-06-25,3.36,1,349
13510347,East 63rd street 1bd Serviced Apartment,22541573,Ken,Manhattan,Upper East Side,40.76371,-73.96153000000001,Entire home/apt,225,30,1,2016-11-12,0.03,87,341
28716187,Home away from home,216611306,Eme,Queens,Briarwood,40.71378,-73.80796,Private room,50,1,13,2019-04-08,1.46,1,0
30566910,Spacious East Village Zen Den,33531612,Kim,Manhattan,East Village,40.72365,-73.98643,Entire home/apt,110,2,1,2019-05-27,0.7,1,280
4620505,1br - Williamsburg Luxury Sublet ,12511067,Jaclyn,Brooklyn,Williamsburg,40.718,-73.95344,Entire home/apt,95,1,0,,,1,0
8589729,Magnolia House Saint George,45201692,Danforth,Staten Island,St. George,40.64779,-74.0846,Entire home/apt,144,1,105,2019-06-30,2.3,1,258
31067715,Large Bx condo 3 mins to Subway by Yankee Stadium,146675319,Will,Bronx,Fordham,40.852140000000006,-73.90294,Entire home/apt,100,2,12,2019-06-17,2.98,3,20
30283940,Charming Studio in Manhattan - Great location!,128721938,Livia,Manhattan,Kips Bay,40.7425,-73.97704,Entire home/apt,250,3,1,2019-01-01,0.16,1,0
35033070,Sunny Apt on Treelined Street 2 blocks from trains,1274264,Kristen,Brooklyn,Sunset Park,40.64918,-74.00756,Entire home/apt,100,7,0,,,1,66
30069021,Midtown West - Cozy Double Double Room,224414117,Gabriel,Manhattan,Hell's Kitchen,40.75753,-73.99701,Private room,199,1,25,2019-06-23,3.21,30,324
32748003,Close to Flushing Main Street and Manhattan! (3D),246272839,Northern Star Realty,Queens,Flushing,40.76663,-73.81921,Entire home/apt,85,1,5,2019-07-06,1.69,4,145
12360207,One station from Manhattan Bedford,3922831,Serra,Brooklyn,Williamsburg,40.71592,-73.96265,Entire home/apt,170,5,35,2019-06-26,0.9,1,290
33279214,Corner Room in Midtown Manhattan | Outdoor Terrace + Fitness Center,239660813,Yotel,Manhattan,Hell's Kitchen,40.75842,-73.99609,Private room,197,1,1,2019-05-17,0.57,10,342
13279036,Sunny cozy room with rooftop area in BK,72483475,Andrea,Brooklyn,Bushwick,40.69092,-73.91073,Private room,50,2,2,2016-06-14,0.05,1,0
29897123,Entire Cozy Apt in Brooklyn - 20 mins to Manhattan,218959287,George,Brooklyn,Crown Heights,40.67355,-73.94566999999999,Entire home/apt,100,2,0,,,1,0
29825609,Spacious Sunny Balcony Room in Williamsburg,57973441,Mark,Brooklyn,Williamsburg,40.70932,-73.94792,Private room,90,1,1,2018-11-19,0.13,1,32
10010012,CORPORATE RENTAL ON HISTORIC BLOCK!,43014167,Mark,Manhattan,Washington Heights,40.83403,-73.93867,Entire home/apt,200,1,1,2016-05-20,0.03,1,0
18314397,Charming Room 4 blocks from Empire State Building,94648262,Martin & Christine,Manhattan,Kips Bay,40.744040000000005,-73.97985,Private room,110,3,59,2019-06-23,2.92,1,51
29093302,Cozy quiet private room,41939513,Cynthia,Manhattan,Harlem,40.79913,-73.95357,Private room,120,5,3,2018-12-09,0.38,1,0
10160215,Torre del Lago Room.,2787,John,Brooklyn,Gravesend,40.60755,-73.9741,Private room,79,1,17,2019-06-26,0.4,6,174
28943748,Home Away from Home: The Restorative Room,130971031,J-,Brooklyn,Bushwick,40.70355,-73.91803,Private room,73,3,1,2018-10-08,0.11,4,0
4497963,Iconic West Village Apartment,10225905,Kym,Manhattan,West Village,40.73474,-74.00867,Entire home/apt,250,2,0,,,1,0
18855980,Close by La Guardia airport,109526714,Aleida,Queens,East Elmhurst,40.76078,-73.87661,Private room,50,1,97,2019-06-27,3.86,2,149
